KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
acttitleDanosMissionVIM1-2,Destroy the generator,,,,,,,,Уничтожить генератор,,,,,,,,
actdescDanosMissionVIM1-2,\nClear the surrounding of the generator and make sure to cleanup everything good.,,,,,,,,"Зачистить окружение генератора и убедитесь, что все хорошо.",,,,,,,,
chptitleDanosMissionVII,Danos Mission VII,,,,,,,,Данос Миссия VII,,,,,,,,
chpdescDanosMissionVII,You have almost finished the final Danos Mission. One of the most difficult part is waiting for you.\n\nFly to the planet Danos Hope and find the portal to the end mission. The protal is somewhere in the big Danos Decoy ship,,,,,,,,Вы почти закончили финальную миссию Данос. Одна из самых трудных частей ждет вас.\n\nЛетите на планету Данос Хоуп и найдите портал до конца миссии. Портал где-то на большом корабле Данос Decoy.,,,,,,,,
completeDanosMissionVII,"Danos: you still didn't get me, do you? We will see us again..\n[c][ff6600]Thank you very much for playing Dawn of Galaxy and hopefully you enjoyed it! More to come...[-][/c]",,,,,,,,"Данос: ты все еще не понял меня? Мы еще увидимся..\n[ff8000]Большое спасибо за игру в Dawn of Galaxy и, надеюсь, вам понравилось! Это еще не все...[-]",,,,,,,,
tasktitleDanosMissionVIIM1,Enter the Danos Hope planet,,,,,,,,Войдите на планету Данос Хоуп,,,,,,,,
acttitleDanosMissionVIIM1,Find the ship of Danos,,,,,,,,Найдите корабль Данос,,,,,,,,
actdescDanosMissionVIIM1,"Find and check the Danos ship. Hopefully he is still there, since some reports said he visits the planet quite often. Be warned: there could be a lot of drones!",,,,,,,,"Найдите и проверьте корабль Данос. Надеюсь, он все еще там, поскольку в некоторых сообщениях говорится, что он посещает планету довольно часто. Будьте осторожны: дронов может быть много!",,,,,,,,
tasktitleDanosMissionVIIM2,Find the end portal,,,,,,,,Найти конечный портал,,,,,,,,
acttitleDanosMissionVIIM2,Walk through the portal for the end,,,,,,,,Прогулка по порталу до конца,,,,,,,,
actdescDanosMissionVIIM2, \nNobody escaped from that ship so it is not known where exactly the portal is... but some rumors telling something about a bright light at the front of the tunnel... Once you found the portal there is no one who can stop you anymore. Your goal is reached and you have now a powerful ship for what ever adventure might come in the near future...,,,,,,,,"Никто не сбежал с этого корабля, поэтому неизвестно, где именно находится портал... но ходят слухи, что что-то говорит о ярком свете в передней части туннеля... Как только вы нашли портал, больше нет никого, кто мог бы вас остановить. Ваша цель достигнута, и теперь у вас есть мощный корабль для приключений в ближайшем будущем...",,,,,,,,
acttitleEliaStartPersoCargo_CompletedMessage,Press P to refill the house ammo,,,,,,,,"Нажмите P, чтобы пополнить боеприпасы дома",,,,,,,,
acttitleEliaStartRunningBase_CompletedMessage,The turret will grab the ammo automatically once filled.,,,,,,,,Турели будут автоматически захватывать боеприпасы после заполнения.,,,,,,,,
acttitleEliaArtifactScan_CompletedMessage,What.. is this... thing?,,,,,,,,Что... это за... вещь?,,,,,,,,
acttitleEliaArtifactLoot_CompletedMessage,What should I do with all that cra... oh wait... is that a voice?...,,,,,,,,"Что мне делать со всем этим мус... о, подождите... этот голос?...",,,,,,,,
acttitleEliaStartIIConst_CompletedMessage,Here we go,,,,,,,,Вот так,,,,,,,,
acttitleEliaStartIICraft_CompletedMessage,This will help me to progress faster. I must hurry...,,,,,,,,Это поможет мне быстрее прогрессировать. Я должен поторопиться...,,,,,,,,
acttitleEliaStartII1_CompletedMessage,"Alright, let's build a SV!",,,,,,,,"Хорошо, давайте создадим МС!",,,,,,,,
acttitlePlaceAStarterBlock1_CompletedMessage,This thing can fly?,$*,,,,,,,Эта вещь может летать?,,,,,,,,
acttitleAddVCockpit_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleAddVRCS_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleAddVGenerator_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleAddVFuelTank_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleAddVThrusters_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleAddVOxTank_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleAddVWeapons_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleAddVAmmoB_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleAddVDockingPads_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleAdditionalVBlocks_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleEliaStartIIIFindAlienCv_CompletedMessage,I better prepare for the inside...,,,,,,,,Я лучше подготовлю внутри...,,,,,,,,
acttitleEliaStartIVRevenge_CompletedMessage,I hope I'm not too late... Let's check inside,,,,,,,,Надеюсь я еще не опоздал... Давай проверим что внутри,,,,,,,,
acttitleEliaStartIVStartBoss_CompletedMessage,Anyone else?,,,,,,,,Кто-то еще?,,,,,,,,
acttitleOpenEscPod_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleGrabEquipment_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitlePlSurvConstr_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitlePlaceBAStarter_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleSmallBAGen_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleSmallBAFuelTank_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleBALargeConstr_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleActivateBA_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleBATurrAmBox_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleBABasicDevices_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleGrowingPlots_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleSprouts_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleGrowingLight_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleHarvest_CompletedMessage,$,$,,,,,,,,,,,,,,,
acttitleMaiyStartIVRevenge_CompletedMessage,I hope I'm not too late... Let's check inside,,,,,,,,Надеюсь я еще не опоздал... Давай проверим что внутри,,,,,,,,
acttitleMaiyStartStartBoss_CompletedMessage,"Ok, done?",,,,,,,,Кто-то еще?,,,,,,,,
acttitleMaiyOrbitStartPersoCargo_CompletedMessage,And that is all that they could save for me? Damn...well...Alright! Let's go!,,,,,,,,"И это все, что они могли сохранить для меня? Блин... ну... Хорошо! Пошли!",,,,,,,,
acttitleMaiyOrbitStartMoveOn_CompletedMessage,▪¦͡▀»́U҉▓̀₳̸́0̶░Ɽ¡Come 0ut n4sty hum4n..»́▓.͠//...,,,,,,,,▪¦͡▀»́U҉▓̀₳̸́0̶░Ɽ¡Ух0дN Пр0ТHВнbIЙ 4е/i0ВеК..»́▓.͠//...[i]Б̶̕͜Е̸̧͡З҉̕͢Н̵͢͠О҈̢͠Г̴̨͡N̷̡͡М̸̨҇[/i],,,,,,,,
acttitleMaiyOrbitStartPrepareIII_CompletedMessage,Select '[b][c][FF8C3C]Small Vessel[-][/c][/b]' at the top and research [b][c][FF8C3C]Gatling Gun [-][/c][/b]and [b][c][FF8C3C]Rocket Launcher [-][/c][/b]once you reached the needed level,,,,,,,,"Выберите [ff8000]Малое судно[-] вверху и исследуйте [ff8000]Пулемет Гатлинга[-] и [ff8000]Ракетная установка[-], как только вы достигнете нужного уровня.",,,,,,,,
acttitleMaiyOrbitStartPrepare_CompletedMessage,In case something big is coming.,,,,,,,,"На случай, если что-то большое прилетит.",,,,,,,,
acttitleMaiyOrbitStartPrepareI_CompletedMessage,The more the better.,,,,,,,,"Чем больше, тем лучше.",,,,,,,,
acttitleMaiyOrbitStartBossI_CompletedMessage,I guess that was a mistake...,,,,,,,,"Я думаю, это была ошибка...",,,,,,,,
acttitleMaiyOrbitStartBoss_CompletedMessage,Am I ... alive?!,,,,,,,,Я... жив?,,,,,,,,
acttitleMaiyOrbitStartEscape_CompletedMessage,Finally! a way out of this mess.,,,,,,,,Ну наконец то! Выход из этого беспорядка.,,,,,,,,
acttitleMaiyOrbitStartEscapeI_CompletedMessage,"Ok, let's get this fueled up and leave it to warm up.",,,,,,,,"Хорошо, давайте заправим его и оставим для прогрева.",,,,,,,,
acttitleMaiyOrbitStartIVMission_CompletedMessage,What the...,,,,,,,,Что за...,,,,,,,,
acttitleMaiyOrbitStartIVMissionI_CompletedMessage,Let's be the first return...,,,,,,,,Давайте первыми вернемся...,,,,,,,,
acttitleMaiyOrbitStartIVMissionII_CompletedMessage,Let me out of this alien hell!,,,,,,,,Выпустите меня из этого инопланетного ада!,,,,,,,,
acttitleDanosMissionIRace_CompletedMessage,A space race they said? Count me in!,,,,,,,,"Космическая гонка, они сказали? Считайте и меня!",,,,,,,,
acttitleDanosMissionIRace1_CompletedMessage,Checkpoint 1 - check!,,,,,,,,Контрольная точка 1 - готово!,,,,,,,,
acttitleDanosMissionIRace2_CompletedMessage,Checkpoint 2 - check!,,,,,,,,Контрольная точка 2 - готово!,,,,,,,,
acttitleDanosMissionIRace3_CompletedMessage,Checkpoint 3 - check!,,,,,,,,Контрольная точка 3 - готово!,,,,,,,,
acttitleDanosMissionIRace4_CompletedMessage,Checkpoint 4 - check!,,,,,,,,Контрольная точка 4 - готово!,,,,,,,,
acttitleDanosMissionIRace5_CompletedMessage,Checkpoint 5 - check!,,,,,,,,Контрольная точка 5 - готово!,,,,,,,,
acttitleDanosMissionIRace6_CompletedMessage,Checkpoint 6 - check!,,,,,,,,Контрольная точка 6 - готово!,,,,,,,,
acttitleDanosMissionIRace7_CompletedMessage,Checkpoint 7 - check!,,,,,,,,Контрольная точка 7 - готово!,,,,,,,,
acttitleDanosMissionIRace8_CompletedMessage,Checkpoint 8 - check!,,,,,,,,Контрольная точка 8 - готово!,,,,,,,,
acttitleDanosMissionIRace9_CompletedMessage,Checkpoint 9 - check!,,,,,,,,Контрольная точка 9 - готово!,,,,,,,,
acttitleDanosMissionIRace10_CompletedMessage,Checkpoint 10 - check!,,,,,,,,Контрольная точка 10 - готово!,,,,,,,,
acttitleDanosMissionIRace11_CompletedMessage,Checkpoint 11 - check!,,,,,,,,Контрольная точка 11 - готово!,,,,,,,,
acttitleDanosMissionIRace12_CompletedMessage,Checkpoint 12 - check!,,,,,,,,Контрольная точка 12 - готово!,,,,,,,,
acttitleDanosMissionIRace13_CompletedMessage,Checkpoint 13 - check!,,,,,,,,Контрольная точка 13 - готово!,,,,,,,,
acttitleDanosMissionIRace14_CompletedMessage,Checkpoint 14 - check! Go Go Go,,,,,,,,Контрольная точка 14 - готово! Давай Давай Давай!,,,,,,,,
acttitleDanosMissionIRaceEnd_CompletedMessage,Finish!,,,,,,,,Финиш!,,,,,,,,
acttitleDanosMissionIIJump_CompletedMessage,Let's hope the portal still works...,,,,,,,,"Будем надеяться, что портал все еще работает...",,,,,,,,
acttitleDanosMissionIIJumpI_CompletedMessage,Running or fighting?!,,,,,,,,Бейся или слейся?!,,,,,,,,
acttitleDanosMissionIIJumpII_CompletedMessage,Thank you!,,,,,,,,Спасибо!,,,,,,,,
acttitleDanosMissionIIIDS_CompletedMessage,Finally... I reached the Danos Mission II Instance... this business is getting serious,,,,,,,,Наконец-то... я достиг инстанса Danos Mission II... это дело становится слишком серьезным.,,,,,,,,
acttitleDanosMissionIII_CompletedMessage,"It's over, is it? Please...",,,,,,,,"Все кончено, не так ли? Пожалуйста...",,,,,,,,
acttitleDanosMissionIVStart_CompletedMessage,"Alright, let's fly to the instance entrance...",,,,,,,,"Хорошо, давайте лететь ко входу в инстанс...",,,,,,,,
acttitleDanosMissionIVM0_CompletedMessage,"The turrets, I need to focus on the turrets. Bring them down!",,,,,,,,"Турели, мне нужно сосредоточиться на турелях. И сбить их нафиг!",,,,,,,,
acttitleDanosMissionIVM1_CompletedMessage,There we go... well then... I better read the PDA once again,,,,,,,,Там мы идем... ну тогда... Мне лучше еще раз прочитать КПК.,,,,,,,,
acttitleDanosMissionVM1_CompletedMessage,A guest? What is he talking about?,,,,,,,,"Гость? О чем он говорит?\n[808080][переводчик] темный мрачный корридор, я на цыпочках как вор, пробираюсь чуть дыша, чтобы не спугнуть...[-]",,,,,,,,
acttitleDanosMissionVM2_CompletedMessage,I need to help these guys... let's check the PDA! Hold on guys!,,,,,,,,"Мне нужно помочь этим парням... давайте проверим КПК! Держитесь, парни!",,,,,,,,
acttitleDanosMissionVM3_CompletedMessage,You are welcome guys! I will find him!,,,,,,,,Вы радушные ребята! Я найду его!,,,,,,,,
acttitleDanosMissionVIM1-1_CompletedMessage,Slow and steady!,,,,,,,,"Медленно, но уверенно!",,,,,,,,
acttitleDanosMissionVIM1-2_CompletedMessage,"Oh, sure I will come! With some gun power...",,,,,,,,"О, конечно, я приду! С некоторой силой оружия",,,,,,,,
acttitleDanosMissionVIIM1_CompletedMessage,"Well then, let's find the portal inside the ship!",,,,,,,,"Ну что ж, давайте найдем портал внутри корабля!",,,,,,,,
acttitleDanosMissionVIIM2_CompletedMessage,I've done it! I really done it!,,,,,,,,Я сделал это! Я действительно сделал это!\n[сигнал] Ч҉Е̶Л҈О̷В҈Е̵К̷ М̴Ы̴ Т҉Е̴Б̷Я̷ З҉А̵П̵О̶М̸Н̷И̷Л̷И̸ М҈Ы̸ Т̷Е҈Б̶Я̸ С̴К̶О̸Р҈О̵ Н̴А̴Й̷Д̴Е̸М̸ М̵Ы̶ Б̸Л̵И̷З̵К̵О̸,,,,,,,,
pda_Chapters8_Tasks1_StartMessage_text,"[b][c][FF8C3C][b]Unknown Voice[/b][-][/c]:[/b] The more enemies you kill, the faster you level up.",,,,,,,,"[ff8000]Неизвестный голос:[-] чем больше врагов вы убиваете, тем быстрее вы повышаете уровень.",,,,,,,,
Chp_chptitleMaiyOrbitStart_tskTit_1_actTit_4,Research the Small Vessel Gatling Gun,,,,,,,,Исследуй пулемет Гатлинга для МС,,,,,,,,
Chp_chptitleMaiyOrbitStart_tskTit_1_actTit_4_cplMsg,Next: the [b][c][FF8C3C]Rocket Launcher[-][/c][/b],,,,,,,,Далее: [ff8000]Ракетная установка[-],,,,,,,,
Chp_chptitleMaiyOrbitStart_tskTit_1_actTit_4_desc,Research the Small Vessel Gatling Gun,,,,,,,,Исследуй пулемет Гатлинга для МС,,,,,,,,
Chp_chptitleMaiyOrbitStart_tskTit_1_actTit_5,Research the Small Vessel Rocket Launcher,,,,,,,,Исследуйте Ракетную установку для МС,,,,,,,,
Chp_chptitleMaiyOrbitStart_tskTit_1_actTit_5_cplMsg,Good! Now find a [b][c][FF8C3C]Constructor [-][/c][/b]in the big floor to craft the ammo,,,,,,,,"Хорошо! Теперь найдите [ff8000]Конструктор[-] на большом этаже, чтобы изготовить патроны",,,,,,,,
Chp_chptitleMaiyOrbitStart_tskTit_1_actTit_5_desc,Research the Small Vessel Rocket Launcher,,,,,,,,Исследуйте Ракетную установку для МС,,,,,,,,
pda_Chapters8_Tasks0_Actions1_CompletedMessage_log,The Door code is [b][c][ff6600]5331[-][/c][/b]!,,,,,,,,Код от двери [b][ff6600]5331[-][/b]!,,,,,,,,
pda_Chapters9_Tasks0_StartMessage_text,The door code in the shaft is [b][c][FF8C3C]1337[-][/c][/b],,,,,,,,Код двери в шахте [ff8000]1337[-],,,,,,,,
Chp_chptitleMaiyOrbitStartII_tskTit_0_actTit_2,Enter the red elevator shaft (Press F1),,,,,,,,Войдите в шахту красного лифта (нажмите [ff8000]F[-]),,,,,,,,
Chp_chptitleMaiyOrbitStartII_tskTit_0_actTit_2_desc,The [c][FF8C3C][b]Door code at the bottom is 1337[/b][-][/c]. ,,,,,,,,Код двери внизу [ff8000]1337[-].,,,,,,,,
pda_Chapters9_Tasks0_Actions0_CompletedMessage_text,The door code in the shaft is [b][c][FF8C3C]1337[-][/c][/b],,,,,,,,Код двери в шахте [ff8000]1337[-],,,,,,,,
pda_Chapters9_Tasks0_Actions0_CompletedMessage_log,The [c][FF8C3C][b]Door code at the bottom is 1337[/b][-][/c]. ,,,,,,,,Код двери внизу [ff8000]1337[-].,,,,,,,,
pda_Chapters10_Tasks0_StartMessage_text,The door [b][c][FF8C3C]code is [b]9077[/b][-][/c][/b],,,,,,,,Код двери [ff8000]9077[-],,,,,,,,
pda_Chapters11_Tasks0_StartMessage_text,Portal coordinates: [b][c][ff6600]7100 / -7100 / 7100[-][/c][/b],,,,,,,,Координаты портала: [b][ff6600]7100 / -7100 / 7100[-][/b],,,,,,,,
pda_Chapters0_Tasks0_StartMessage_text,Every important task can be found in your PDA (press F1),,,,,,,,Каждое важное задание можно найти в вашем КПК (нажмите F1),,,,,,,,
pda_Chapters0_Tasks1_StartMessage_text,The alien block path must have an origin,,,,,,,,Путь блока пришельцев должен иметь происхождение,,,,,,,,
Chapter26,Maiy Mission III,,,,,,,,Майя Миссия III,,,,,,,,
Chapter26_chpdescEliaStartII,You got an important reward in your inventory. ,,,,,,,,Вы получили важную награду в инвентаре.,,,,,,,,
Chapter26_completeEliaMissionII,[c][FF8C3C][b]Unknown Voice[/b][-][/c]: I hope this will help you to progress faster and help us!,,,,,,,,"[ff8000]Неизвестный голос:[-] надеюсь, это поможет вам быстрее прогрессировать и быстрее помочь нам!",,,,,,,,
Chapter26_tasktitleEliaStartII1,Get level 7 and use the Techtree (F3),,,,,,,,Получить уровень 7 и использовать Технологии ([ff8000]F3[-]),,,,,,,,
Chapter26_acttitleEliaStartII1,Research SV Thruster S,,,,,,,,Исследуйте МС Двигатель М,,,,,,,,
Chapter26_actdescEliaStartII1,"\nTo be able to build, craft or spawn your first SV you need to get level 7 first. Gather resources and hunt everything for getting XP. Then open your Techtree (F3) and research the RCS and Thruster S for the Small Vessel",,,,,,,,"\nЧтобы иметь возможность строить, создавать или порождать свой первый МС, вам нужно сначала получить 7 уровень. Собирайте ресурсы и охотьтесь за всем, чтобы получить ХР. Затем откройте Технологии ([ff8000]F3[-]) и исследуйте РСУ и Двигатель М для малого судна",,,,,,,,
Chapter26_acttitleEliaStartII1_CompletedMessage,"Alright, let's build a SV!",,,,,,,,"Хорошо, давайте создадим МС!",,,,,,,,
Chapter26_tasktitlePlaceVesselStart,Place the Small Vessel Starter Block,,,,,,,,Разместите Основу МС,,,,,,,,
Chapter26_acttitlePlaceAStarterBlock1,Place the Small Vessel Starter Block,,,,,,,,Разместите Основу МС,,,,,,,,
Chapter26_actdescPlaceAStarterBlock1,"For building any vessel, you need to craft its starter block at first. Danos helped you with that a bit and rewarded you with the starter block from the previous task.\n\nThe design is open to you, but there are some basics you need to take into account.\n\n[b]Engineering notes:[/b]\n- HV and SV starter blocks are showing blue marked blocks: The blue line marks the backside, whereas the single blue block is pointing in the flight direction! Add your cockpit facing in this direction!\n- For a Hover Vessel you need to add Hover Engines in addition. You can rise and lower the flight height of your HV with C and Space between 0 and 3 meters.\n- If your HV gets heavier, you might want to add more Hover Engines as they work as the vessels suspension (compensating uneven ground). If you do not, you might hit the ground and damage your vessel!\n- Hover Engines do NOT influence the maximum hover height of 3 meter but only the driving stability!\n- CV starter blocks come equipped with a cockpit to show you the flight direction and where UP is located! Do not mess this up while building your vessel, as those directions can not be changed afterwards!\n\n[b]Important:[/b]\n- Each vessel type demands its own blocks. Although some blocks are interchangeable, this does not mean you can use normal thrusters of a CV on a SV!\n- Each device will show you its compatibility to any of the vessel types in the mouse-over info panel on the right side of your screen (Hover over the item in either the techtree, your inventory or any constructor)\n- You can not place a HV starter block in space, but you can build all vessels on any planet!\n- If you are missing a device from your constructor, have a look at the techtree if the device is already unlocked!\n- You can NOT use Wood or Concrete to build any vessel!",,,,,,,,"Для постройки любого судна вам нужно сначала создать его стартовый блок. Данос немного помог вам в этом и вознаградил вас стартовым блоком из предыдущего задания.\n\nДизайн открыт для вас, но есть некоторые основы, которые вы должны принять во внимание.\n\n[b]Инженерные заметки:[/b] \n- На стартовых блоках БС и МС отображаются отмеченные синим цветом блоки: синей линией отмечена задняя сторона, тогда как один синий блок указывает в направлении полета! Добавьте вашу кабину в этом направлении!\n- Для ПС вам необходимо добавить Двигатель парения. Вы можете подниматься и опускаться по высоте полета вашего ПС с помощью [ff8000]C[-] и [ff8000]Space[-] от 0 до 3 метров.\n- Если ваше ПС становится тяжелее, вы можете добавить больше двигателей парения, так как они работают как подвеска судов (компенсируя неровности грунта). Если вы этого не сделаете, вы можете упасть на землю и повредить ваше судно!\n- Парящие двигатели НЕ влияют на максимальную высоту висения в 3 метра, а только на устойчивость вождения!\n- Стартовые блоки БС оснащены кабиной, чтобы показать направление полета и расположение ВЕРХА! Не путайте это при строительстве вашего судна, так как эти направления не могут быть изменены впоследствии!\n\n[b]Важно:[/b] \n- Каждый тип судна требует своих блоков. Хотя некоторые блоки взаимозаменяемы, это не означает, что вы можете использовать обычные двигатели БС на МС!\n- Каждое устройство покажет вам свою совместимость с любым типом судна на информационной панели при наведении курсора в правой части экрана (наведите указатель мыши на элемент в техническом дереве, вашем инвентаре или любом конструкторе).\n- Вы не можете разместить стартовый блок ПС в космосе, но вы можете построить все суда на любой планете!\n- Если вам не хватает устройства в вашем конструкторе, посмотрите в Технологии, если устройство уже разблокировано!- Вы не можете использовать дерево или бетон, чтобы построить любое судно!",,,,,,,,
Chapter26_acttitlePlaceAStarterBlock1_CompletedMessage,This thing can fly?,,,,,,,,Эта вещь может летать?,,,,,,,,
Chapter26_tasktitleEssentialVBlocks,Add Essential Vessel Blocks,,,,,,,,Добавьте основные блоки судна,,,,,,,,
Chapter26_acttitleAddVCockpit,Add a Cockpit,,,,,,,,Добавить кабину,,,,,,,,
Chapter26_actdescAddVCockpit,Each vessel needs to have at least one cockpit. You can add more cockpits to any vessel. The one piloting the vessel will be decided by the first player entering any cockpit!,,,,,,,,"Каждое судно должно иметь хотя бы одну кабину. Вы можете добавить больше кабин к любому судну. Тот, кто пилотирует судно, будет выбран из первого игрока, который войдет в любую кабину!",,,,,,,,
Chapter26_acttitleAddVCockpit_CompletedMessage,$,$,,,,,,,,,,,,,,,
Chapter26_acttitleAddVRCS,Add a RCS,,,,,,,,Добавить РСУ,,,,,,,,
Chapter26_actdescAddVRCS,"A RCS will add a certain amount of torque to your vessel, what means it will allow your vessel to roll or go in any other direction for any combination of up/down/left/right/forward/backward. Without a RCS, you are limited to the aforementioned orthogonal movement vectors.",,,,,,,,"РСУ добавит определенное количество крутящего момента вашему судну, что означает, что оно позволит вашему судну вращаться или двигаться в любом другом направлении для любой комбинации вверх / вниз / влево / вправо / вперед / назад. Без РСУ вы ограничены вышеупомянутыми векторами ортогонального движения.",,,,,,,,
Chapter26_acttitleAddVRCS_CompletedMessage,$,$,,,,,,,,,,,,,,,
Chapter26_acttitleAddVGenerator,Add a Generator,,,,,,,,Добавить генератор,,,,,,,,
Chapter26_actdescAddVGenerator,"Like with your base, your vessel needs to be powered. Add a generator in a well protected spot.",,,,,,,,"Как и в случае с вашей базой, ваше судно должно быть снабжено энергией. Добавьте генератор в хорошо защищенное место.",,,,,,,,
Chapter26_acttitleAddVGenerator_CompletedMessage,$,$,,,,,,,,,,,,,,,
Chapter26_acttitleAddVFuelTank,Add a Fuel Tank,,,,,,,,Добавить топливный бак,,,,,,,,
Chapter26_actdescAddVFuelTank,"Add one or more fuel tanks and fill them with fuel packs. You can activate or deactivate your vessel with Y while standing on it or when sitting in the cockpit!\n\n[b]Engineering notes[/b]\n- Adding more RCS to a vessel will add more torque to your vessel. Heavy vessels will need more or stronger RCS, but a huge CV will never turn on a dime.\n- Adding RCS has a limit to a point, where adding more RCS will add fewer and fewer bits of additional torque.\n- It does not matter WHERE in your ship the RCS is placed!\n- More Fuel Tanks will provide you with an expanded maximal flight time.\n- More generators will increase the power output and output reserves, but also burn your fuel faster.\n- When you notice your power output is running in 'red mode' when doing maneuvers having a lot of energy consumers active, you need to add more generators.",,,,,,,,"Добавьте один или несколько топливных баков и заполните их топливом. Вы можете активировать или деактивировать ваше судно клавишей [ff8000]Y[-], стоя на нем или сидя в кабине!\n\n[b]Инженерные заметки:[/b] \n- Добавление большего РСУ к судну увеличит крутящий момент вашего судна. Тяжелым судам потребуется больше или большее РСУ, но БС никогда не повернется маломощным РСУ.\n- Добавление РСУ имеет ограничение до точки, где добавление большего количества РСУ добавит все меньше и меньше битов дополнительного крутящего момента.\n- Неважно, ГДЕ на вашем корабле находится РСУ!\n- Больше топливных баков предоставит вам расширенное максимальное время полета.\n- Большее количество генераторов увеличит выходную мощность и резервы выходной мощности, а также сожгут ваше топливо быстрее. Когда вы замечаете, что ваша выходная мощность работает в [ff0000]красном режиме[-] при выполнении маневров с активным потребителем большого количества энергии, вам необходимо добавить больше генераторов.",,,,,,,,
Chapter26_acttitleAddVFuelTank_CompletedMessage,$,$,,,,,,,,,,,,,,,
Chapter26_tasktitleThrusters,Add Thrusters,,,,,,,,Добавить двигатели,,,,,,,,
Chapter26_acttitleAddVThrusters,Add Thrusters,,,,,,,,Добавить двигатели,,,,,,,,
Chapter26_actdescAddVThrusters,"For a Hover Vessel, you only need one thruster facing forward, left, right and back. For a Small Vessel or a Capital Vessel you need a thruster facing up and one facing down in addition!\n\n[b]Important:[/b]\n- Do not mix up thrusters of different kinds on either side. Always have the same amount and type of thrusters competing with each other on each opposing side: Up vs. Down, Left vs. Right and Forward vs. Reverse. If you do not apply to this rule, your vessel may show unstable movement.\n- Adding more Thrusters will not make your vessel faster, but accelerate faster!\n- If you are parking your Small Vessel or Hover Vessel on a hillside or sloped terrain, switch off your thruster group to avoid your vessel sliding away!\n\n [b]Keep up speed without pressing W:[/b] If you want to avoid holding W all the time while flying towards a destination, open the Control Panel (P) and switch off the forward facing thrusters. Now, when hitting W, your vessel won't be slowed down any more. You need to reactivate your Brake Thruster Group if you want to slow down, of course!",,,,,,,,"Для ПС вам понадобится только по одному подруливающему устройству, обращенному вперед, влево, вправо и назад. Для МС или БС вам понадобится двигатель, обращенный вверх, и один, обращенный вниз!\n\n[b]Важно:[/b] \n- Не смешивайте двигатели разных типов с разных сторон. Всегда имейте одинаковое количество и тип двигателей, на каждой противоположной стороне: вверх / вниз, влево / вправо и вперед / реверс. Если вы не применяете это правило, ваше судно может показывать нестабильное движение.\n- Добавление большего количества двигателей не сделает ваше судно быстрее, но ускорит набор скорости!\n- Если вы припарковываете свое МС или ПС на склоне или горе, отключите свою подруливающую группу, чтобы избежать соскальзывания судна!\n\n [b]Сохраняйте скорость, не нажимая W: [/b]Если вы хотите, чтобы во время полета в направлении пункта назначения не удерживался W, откройте панель управления (P) и выключите двигатели, обращенные вперед. Теперь, когда вы нажмете W, ваше судно больше не будет замедляться. Вы должны активировать свою группу Тормозных двигателей, если вы хотите, конечно, замедлить!",,,,,,,,
Chapter26_acttitleAddVThrusters_CompletedMessage,$,$,,,,,,,,,,,,,,,
Chapter26_tasktitleAddVOxSupply,Oxygen Supply,,,,,,,,Поставка кислорода,,,,,,,,
Chapter26_acttitleAddVOxTank,Add an O2 Tank,,,,,,,,Добавить бак O2,,,,,,,,
