KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish
actdescFoprot,"[i]Q: Does the Offline Protection also protect all our faction structures in PvP?[/i]\nOf course, but for factions the Offline Protection only activates, if no one of your faction members is on the server anymore!",,"[i]Q: est-ce la Protection hors ligne protège aussi toutes les structures d'une Faction ? [/i]\nBien sûr, mais pour les factions la Protection hors ligne est active uniquement si aucun membre de la Faction n'est encore présenr sur le serveur !\n",,,,"[i]P: A Proteção Offline também protege todas as nossas estruturas de facções no PvP? [/i]\nClaro, mas para as facções, a Proteção Offline só se ativa, se nenhum dos membros da facção estiver no servidor!",,"[i]В: Распространяется ли офлайновая защита также и на все строения, принадлежащие фракции?[/i]\nКонечно да, но в случае с фракциями она начинает работать только тогда, когда от сервера отключаются все члены фракции!",[i] Q：特定の装置だけにパブリックを設定することはできますか？[/i]/nはい！ コントロールパネルからデバイスにアクセスし、ロックコードを設定するだけです。 パブリックアクセスの場合0000,[i]问：在PvP区域离线保护器是否会保护一个派系的所有建筑？[/i]\n当然，但只有所有派系成员都不在线时才能激活。,,,
acttitleFsetting,Set Single Device to Public,,Périphériques accessible au public,,,,Tornar um Dispositivo como Publico,,Установка публичным единственного устройства,アライアンス,派系建筑内的公共设施,,,
actdescFsetting,[i]Q: Can I set specific devices like passenger seats for public use?[/i]\nYes! Just access the device via Control Panel and set a lock code. For public access use 0000,,[i]Q: puis-je définir des périphériques spécifiques comme un siège passager à usage public ? [/i]\nOui ! Juste accéder au périphérique via le panneau de configuration et définir un code de verrouillage. Pour un accès public utilisez 0000\n,,,,[i]P: Posso configurar dispositivos específicos como assentos de passageiros para uso público? [/i]\nSim! Basta acessar o dispositivo através do Painel de controle e definir um código de bloqueio. Para acesso público use 0000,,"[i]В: Могу ли я указать публичный статус для отдельных устройств, например, пассажирского кресла?[/i]\nДа! В панели управления устройством можно задать код доступа. Для публичного использования укажите 0000.",[i] Q：ファクションを「友好的な同盟」としてマークし、私たちのデバイスを共有させる方法はありますか？[/i] /nはい！ 同盟を組みたいファクションに同盟要請を送ることができます！,[i]问：在派系的飞船或基地里我可以设置某个特殊的设备例如乘员座椅什么的公共使用么？ [/i]\n可以！只要进入控制面板界面，点击该设备，设置锁定密码即可，需要公共使用的密码设置“0000”,,,
acttitleFally,Allies,,Alliés,,,,Aliados,,Союзники,コントロールパネル,同盟,,,
actdescFally,[i]Q: Is there a way to mark a faction as a 'friendly ally' allowing them to use our devices?[/i]\nYES! You can send a alliance request to a befriended faction!,,[i]Q: y a-t-il un moyen de marquer une faction comme « allié » permettant aux membres d'utiliser nos appareils ? [/i]\nOui ! Vous pouvez envoyer une demande d'alliance à une faction amie!,,,,"[i]P: Existe uma maneira de marcar uma facção como um 'aliado amigável', permitindo que eles usem nossos dispositivos? [/i]\nSIM! Você pode enviar uma solicitação de aliança para uma facção amigável!",,"[i]В: Есть ли возможность отметить другую фракцию в качестве 'дружественного союзника', позволяя, тем самым, использовать свои устройства?[/i]\nДА! Вы можете отправить дружественной фракции запрос на заключение альянса!",コントロールパネル,[i]问：可以设定一个友好派系，使其玩家可以使用本派系的设备么？[/i]\n可以！你可以向该派系发送同盟申请。,,,
tasktitleCP,Control Panel,,Panneau de commande,,,,Painel de Controle,,Панель управления,リモート・デバイスアクセス,控制面板,,,
taskheadCP,Control Panel,,Panneau de commande,,,,Painel de Controle,,Панель управления,,控制面板,,,
acttitleRemote,Device Remote Access,,Accès à distance aux dispositifs,,,,Acesso Remoto á Dispositivos,,Удаленное управление устройствами,,设备的远程控制,,,
actdescRemote,"[i]Q: Is it possible to access Containers or Constructors from remote, other than standing next to them?[/i]\nYes! Open the Control Panel (P) and use the ACCESS button for devices like Turrets, Constructors, Containers and more! You can also DOUBLE-CLICK on the device! Use the BACK button on the top left corner of the screen to get back to the Control Panel or use F (default) to exit the view.\n\n[i]Q: I cannot open any turret on my Hover Vessel or Capital Vessel when standing next to them and using F?[/i]\nFor turrets on vessels you need to use the ACCESS button from the Control Panel as they cannot be accessed directly when standing next to them.",,"[i]Q: est-il possible d'accéder aux containers ou constructeurs à distance, sans être près d'eux ? [/i]\nOui ! Il suffit juste d'être sur la structure hébergeant les périphériques. Ouvrez le panneau de contrôle (P) et utilisez le gros bouton 'Accès' pour les périphériques comme les tourelles, les constructeurs, les containers et plus, ou juste double-cliquer sur le périphérique ! Utilisez le bouton précédent (flèche en haut à gauche) pour retourner au panneau de commande ou utiliser 'F' (par défaut), ou encore [échap] pour quitter l'affichage. \n\n[i]Q: je ne peux pas prendre les commandes d'une tourelle sur mes vaisseaux en me tenant près d'elle et en utilisant 'F' ? [/i]\nLes tourelles sur les vaisseaux ne sont accessibles que par le panneau de contrôle. Sur les bases seulement, les tourelles sont accessibles avec 'F' (en étant près d'elles).\n",,,,"[i]P: É possível acessar os Containers ou Construtores remotamente, além de acessar eles de perto? [/i]\nSim! Abra o Painel de Controle (P) e use o botão ACESSAR para dispositivos como Armas Fixas, Construtores, Containers e muito mais! Você também pode fazer um clique sobre o dispositivo! Use o botão VOLTAR no canto superior esquerdo da tela para voltar ao Painel de controle ou use F (padrão) para sair do painel de controle.\n\n[i]P: Eu não posso abrir qualquer arma fixa na minha Hover Vessel ou Capital Vessel quando estiver ao lado deles e usando F? [/i]\nPara as armas fixas nas naves, você precisa usar o botão ACESSO do Painel de controle, pois não podem ser acessados diretamente quando estão ao lado deles.",,"[i]В: Есть ли способ использовать контейнеры и конструкторы удаленно, не находясь рядом с ними?[/i]\nДа! Откройте панель управления (P) и используйте кнопку ДОСТУП на устройствах вроде турелей, конструкторов, контейнеров и других! Также, вы можете просто использовать двойной щелчок на устройстве! Используйте кнопку НАЗАД в левом верхнем углу детального экрана устройства, чтобы вернуться на основной экран панели управления или воспользуйтесь кнопкой F (по умолчанию).\n\n[i]В: Почему я не могу получить доступ к турели на парящем или большом судне, когда нахожусь около нее и нажимаю F?[/i]\nТурели, установленные на судах не имеют наружного интерфейса внешнего управления, поэтому получить доступ к ним можно только через панель управления.",,[i]问：除了靠近一台设备可以管理之，有没有其它远程的办法管理容器，制造机等？[/i]\n当然！打开控制面板(P)，按“访问”键进入一个设备，例如炮塔、建造机、容器等等！你也可以双击该设备进入！按右上角“返回”键退回到控制面板界面，或者按F键（默认）完全退出。\n\n[i]问：现在，站在悬浮飞船或母舰的炮塔面前按F不能进入了？[/i]\n是的，你只能通过控制面板进入，但基地的可以。,,,
acttitleRenameD,Renaming and Advanced Stats,,Statistiques avancées,,,,Renomeando e Estatísticas Avançadas,,Переименование и расширенная статистика,,重命名和扭矩图,,,
actdescRenameD,"[i]Q: Can I rename a base or vessel?[/i]\nYes. Open the Control Panel (P) and change the name of your base in the lower right corner of the info screen. Hit ENTER to save the name.\n\n[i]Q: Can I rename the devices of a base or vessel?[/i]\nYes. You first need to add them to a group manually or by using the auto-group feature. Then open the detail page of a device by selecting it from the list. Change the name in the top-middle box (next to NAME). Hit ENTER to save the name! \n\n[u]Please note (current limitations): [/u] \n- Un-grouped devices cannot be renamed. \n- Using auto-group a second time after having renamed devices will reset the renamed devices to standard name!\n\n[i]Q: There is a small 'Statistics' icon on the bottom-right area of the Control Panel?[/i] \nThis provides more in-detail info about your vessel or base. For vessels, you'll get an expanded view with torque diagrams and other useful details!",,"[i]Q: peut-on trouver des statistiques sur ma Base et mes vaisseaux ? [/i]\nOui ! dans le panneau de contrôle, l'onglet 'Statistiques' vous donnera tout un tas d'informations sur votre base, concernant différentes catégories (Production, Resources, Besoins, Consommation, stockage etc..)\nVous aurez la même chose pour les vaisseaux avec en plus une vue détaillée en diagramme avec des informations utiles !\n",,,,"[i]P: Posso renomear uma base ou uma nave? [/i]\nSim. Abra o Painel de controle (P) e altere o nome da sua base no canto inferior direito da tela de informações. Pressione ENTER para salvar o nome.\n\n[i]P: Posso renomear os dispositivos de uma base ou nave? [/i]\nSim. Você primeiro precisa adicioná-los a um grupo manualmente ou usando o recurso de grupo automático. Em seguida, abra a página de detalhes de um dispositivo, selecionando-o na lista. Altere o nome na caixa do meio do topo (ao lado de NOME). Clique em ENTER para salvar o nome!\n\n[u]Observações (limitações atuais): [/u]\n- Os dispositivos não agrupados não podem ser renomeados.\n- Usando o auto-agrupamento uma segunda vez após ter renomeado os dispositivos redefinirão os dispositivos renomeados para o nome padrão!\n\n[i]P: Existe um pequeno ícone 'Estatísticas' na área inferior direita do Painel de Controle? [/i]\nIsso fornece informações mais detalhadas sobre sua nave ou base. Para naves, você terá uma visão expandida com diagramas de torque e outros detalhes úteis!",,"[i]В: Могу ли я переименовать базу или судно?[/i]\nДа. Откройте панель управления (P) и измените имя вашей базы в правом нижнем углу экрана. Нажмите ENTER, чтобы сохранить имя.\n\n[i]В: Могу ли я переименовывать устройства на базе или судах?[/i]\nДа. Первым делом вам нужно добавить их в группу, вручную или при помощи механизма автораспределения по группам. Затем откройте страницу детальных настроек устройства. Измените имя устройства в поле посередине сверху. Нажмите ENTER, чтобы сохранить имя! \n\n[u]Пожалуйста учтите (текущие ограничения): [/u] \n- Несгруппированные устройства не могут быть переименованы. \n- Использование автогруппировки после переименования устройств сбросит имена устройств на стандартные! \n\n[i]В: Что за маленькая иконка 'Статистика' в правой нижней области панели управления?[/i] \nЭто для получения более подробной информации о ваших базе или судне. Для судов, вы получите расширенную информацию с отображением крутящих моментов и прочими полезными деталями!",,[i]问：我可以重命名基地或飞船么？[/i]\n可以，打开控制面板 (P) 左上角重命名，按一下回车键保存。\n\n[i]问：我可以重命名基地或飞船里的设备么？[/i]\n可以，打开控制面板后，你首先要把设备添加到一个“设备组”，手动和自动设定均可，然后点击该设备，中间顶端位置可以改名，回车键保存。\n\n[u]请注意（暂时情况）：[/u]\n-不在某一个组里的设备无法改名。\n- 如果你手动分组后又选择了自动分组，那么先前的分组会被打乱，改名的设备会恢复默认。\n\n[i]问：控制面板右上“统计”页面是干啥的？[/i]\n此页面提供了你基地或飞船的详细信息，而且对于飞船，还给出了扭矩图以供参考。,,,
acttitleGroup,Grouping Devices,,Groupe d'éléments,,,,Agrupando Dispositivos,,Группировка устройств,,设备分组,,,
actdescGroup,"[i]Q: I noticed I can group devices in the Control Panel of a base or a vessel – are there more features available here?[/i]\nYes. For example: If you group all of your forward and rear facing thrusters into separate groups, you can activate and deactivate them individually.\n\n[i]Q: Are these group-setting functions available with all device groups?[/i]\nNot yet.",,"[i]Q: quel avantage ai-je de regrouper (via panneau de contrôle) certains éléments ? [/i]\nExemple : si vous regroupez tous vos propulseurs avants et arrières en groupes distincts, vous pourrez les activer et désactiver par groupe individuel.\n\n[i]Q: Y a t-il ces fonctions de paramétrage de groupe pour tous les groupes d'éléments ? [/i]\nPas encore.\n",,,,"[i]P: Notei que posso agrupar dispositivos no Painel de controle de uma base ou de uma nave - existem mais recursos disponíveis aqui? [/i]\nSim. Por exemplo: se você agrupar todos os seus propulsores dianteiros e traseiros em grupos separados, você pode ativá-los e desativá-los individualmente.\n\n[i]P: Estas funções de configuração de grupo estão disponíveis com todos os grupos de dispositivos? [/i]\nAinda não.",,"[i]В: Я так понимаю, я могу группировать устройства в панели управления базой или судном - это дает возможность каких-то групповых действий?[/i]\nДа. Например: если вы сгруппируете все ваши передние и задние двигатели по разным группам, то вы сможете включать и выключать их по отдельности.\n\n[i]В: Подобные групповые действия есть у всех устройств?[/i]\nПока не у всех.",,[i]问：我注意到了我可以对基地或飞船里的设备分组，这有什么更多的用途？[/i]\n有的。例如：你把所有朝前和朝后的推进器分到不同的组里，通过分别激活和关闭，你在向前或向后航行时可以节省燃料。,,,
acttitleSetFaction,Change Faction / Ownership,,Changer de Faction / propriété,,,,Mudar de Facção / Propriedade,,Смена фракции / владение,ホームベースの設定,改变派系/所有权,,,
actdescSetFaction,[i]Q: Where can I set my vessel or base to private or faction?[/i]\nOpen the Control Panel (P) and select your faction from the dropdown on the bottom right. \n- Public = anyone can use/work on it with tools\n- Private = only Owner can use / work on it with tools\n- Faction = only Faction members can use /work on it with tools \n\n[u]Note:[/u] Private or Public are also counted as a 'faction' (technically),,"[i]Q: Comment puis-je définir la faction de ma Base ou de mon vaisseau ? [/i]\nOuvrez le panneau de contrôle (P), dans l'onglet 'Principal', vous pourrez choisir la faction pour votre Base ou votre vaisseau avec le menu 'Faction:' (en haut à gauche).\n- <Public> n'importe qui peut utiliser vos biens et en faire ce qu'il veut\n- <Privé> seul le propriétaire peut utiliser ses biens et en faire ce qu'il veut\n- <'nom de la faction'> seuls les membres appartenant à la Faction peuvent utiliser vos biens et en faire ce qu'ils veulent\n\n[u]Note :[/u] 'Privé' ou 'Public' sont également considérés comme une « faction » (techniquement)\n",,,,[i]P: Onde posso configurar minha nave ou base para privado ou facção? [/i]\nAbra o Painel de controle (P) e selecione sua facção no menu suspenso no canto inferior direito.\n- Público = qualquer pessoa pode usar/trabalhar com as ferramentas\n- Private = apenas dono pode usar/trabalhar com as ferramentas\n- Facção = somente os membros da Facção podem usar/trabalhar com as ferramentas\n\n[u]Nota:[/u] Privado ou público também são contados como uma 'facção' (tecnicamente),,[i]В: Где я могу установить моей базе или судну статус принадлежности фракции или личный?[/i]\nОткройте панель управления (P) и выберите нужный статус из выпадающего списка в правой нижней части экрана. \n- Общее = любой сможет использовать постройку или обрабатывать ее инструментами\n- Личное = использовать/обрабатывать может только владелец\n- Фракция = только члены фракции смогут использовать или обрабатывать постройку.\n\n[u]На заметку:[/u] Статусы 'Общее' и 'Личное' также трактуются системой как 'фракции' (технически).,,[i]问：我在哪里可以设置我飞船或基地的所有权？[/i]\n打开控制面板 (P)，左上角位置可以设置。\n- 公共 = 任何人都可使用或改装\n- 私人 = 只有你个人可用 \n- 派系 = 仅派系成员可用\n\n[u]注意：[/u] 私人和公用也可以看做是一个“派系”（技术上来说）,,,
acttitleHome,Set Homebase,,Structure principale,,,,Definir Base como Casa,,Установка основной базы,トリガ - センサ - シグナルロジック,设置大本营,,,
actdescHome,"[i]Q: What is the effect of the HOME selection in the Control Panel ?[/i]\nYou can make one of your Bases or Capital Vessels your HOME. This will open up a new Respawn-option in the Respawn menu. The difference too all other options: Even if you die in a remote place (like on another planet or in space with no possibility to escape), the HOME option will teleport you back to this Capital Vessel or BA – even if it is not in the same playfield! \n\n[u]Note:[/u] Build either a Medic Bay (Level 7) or a Clone Chamber (Level 1) for setting the Respawn point more precisely\n\n[i]Q: What is the Clone Chamber all about?[/i]\nIf you tagged on of your BA or Capital Vessel as HOME without having a Clone Chamber or Medic Bay built, you will teleported back close to your HOME. With a Clone Chamber (or Medic Bay) you will spawn exactly where this devices is located at!\n\n[i]Q: Can I tag more than one BA or Capital Vessel as HOME?[/i]\nNo. Only on Capital Vessel or BA of yours can be set to HOME at any time.",,"[i]Q: A quoi sert la coche 'Bâtiment principal (respawn)' dans le panneau de contrôle (onglet 'Principal') ? [/i]\nCela défini votre Base ou vaisseau comme structure pricipale. Elle est de fait rajoutée au menu 'Respawn' et sera proposée comme choix où réapparaître si vous mourrez. Avec une différence :\nSi vous mourrez dans un endroit éloigné (comme sur une autre planète ou dans l'espace sans possibilité de vous en sortir), vous serez ramené à votre structure, même si ce n'est pas dans la même zone de jeu !\n\n[u]Note :[/u] Vous pouvez fabriquer soit une station médicale (niveau 7), soit une chambre de Clonage (niveau 1) pour définir un point Respawn plus précis. En effet, si votre Base ou vaisseau sont définis comme structure pricipale et que vous n'avez pas de Station médicale ou chambre de Clonage, vous réapparaîtrez à proximité de votre structure. Avec une station médicale ou une chambre de Clonage, vous réapparaîtrez à l'endroit ou sont localisés ces dispositifs !\n\n[i]Q: puis-je definir plusieurs Bases ou vaisseaux comme 'Structure principale' ? [/i]\nNon ! seulement une Base ou un vaisseau vous appartenant peut être défini comme 'Structure principale', et ce à tout moment.",,,,"[i]P: Qual o efeito de escolher RENASCER AQUI no Painel de Controle? [/i]\nVocê pode fazer uma de suas Bases ou Capital Vessels como sua HOME. Isso abrirá uma nova opção Respawn no menu Respawn. A diferença também de todas as outras opções: mesmo se você morrer em um lugar remoto (como em outro planeta ou no espaço sem possibilidade de escapar), a opção RENASCER AQUI o teletransportará para esta nave de ou BA - mesmo que não esteja no mesmo playfield!\n\n[u]Nota:[/u] Crie um Baia Médica (Nível 7) ou uma Câmara de Clone (Nível 1) para definir o ponto Respawn com mais precisão\n\n[i]P: O que é a Câmara dos Clones? [/i]\nSe você marcou em seu BA ou Capital Vessel como RENASCER AQUI sem ter uma Câmara dos Clone ou Baia Médica construída, você será transferido para perto de sua HOME. Com uma Câmara de Clonagem (ou Baia Médica) você irá renascer exatamente onde esses dispositivos estão localizados!\n\n[i]P: Posso marcar mais de um BA ou Capital Vessel como HOME? [/i]\nNão. Somente no Capital Vessel ou BA que for sua pode ser configurado para RENASCER AQUI a qualquer momento.",,"[i]В: Что дает установка признака ДОМ в панели управления?[/i]\nВы можете обозначить одну из ваших баз или одно из судов в качестве вашего ДОМА. Это добавит дополнительную опцию в меню возрождения. Отличие от всех других опций: Даже если вы умерли в отдаленном месте (таком как другая планета или космос), опция возрождения ДОМА телепортирует вас назад на ваши большое судно или базу – даже если они находятся на другом игровом поле! \n\n[u]На заметку:[/u] Постройте либо медицинский отсек (уровень 7) или камеру клонирования (уровень 1) чтобы определить точку возрождения более точно.\n\n[i]В: Что такое камера клонирования?[/i]\nЕсли вы отметили ваши базу или большое судно в качестве ДОМА, но не установили там камеру клонирования или медицинский отсек, то при возрождении вы появитесь вблизи ДОМА. С камерой клонирования (или медицинским отсеком) вы возродитесь непосредственно внутри этих устройств!\n\n[i]В: Могу ли я отметить в качестве ДОМА более чем одну базу или одно большое судно?[/i]\nНет. Только одно большое судно или одна база может быть ДОМОМ в одно и то же время.",トリガ - センサ - シグナルロジック,[i]问：在控制面板里点选 Home Spawn 复选框有啥用？[/i]\n你可以设定你的某个基地或母舰为你的大本营，这会在你的复活选项中多出一个选项。此选项与其它选项不同之处在于，如果你死于一个非常危险的环境，或者被守尸，你可以选择在你的大本营复活。即使你的大本营基地或母舰与你死亡的地方隔着十万八千里，你都可以瞬间传送回这个安全的地方。\n\n[u]注意：[/u]大本营最好要建有克隆舱和医疗舱。\n\n[i]问：为啥一定要有克隆舱？[/i]\n如果你的大本营没有克隆舱，你选择大本营复活之后，你会在大本营附近最近的一个克隆舱复活，也许还有危险。也就是说，克隆舱是你精确的复活点。n\n[i]问：我可以设置多个大本营么？[/i]\n不可以，大本营任何时候只能有一个。,,,
tasktitleTSigLog,Triggers - Sensors - Signal Logic,,Déclencheurs - capteurs - Signal logique,,,,Ativadores - Sensores - Sinal Lógico,,Тригеры - Сенсоры - Логические сигналы,トリガおよびセンサー,触发器 - 传感器 - 逻辑信号,,,
taskheadTSigLog,Triggers - Sensors - Signal Logic,,Déclencheurs - capteurs - Signal logique,,,,Ativadores - Sensores - Sinal Lógico,,Тригеры - Сенсоры - Логические сигналы,,触发器 - 传感器 - 逻辑信号,,,
acttitleTriggers,Triggers and Sensors,,Capteurs et Déclencheurs,,,,Ativadores e Sensores,,Тригеры и Сенсоры,,触发器与传感器,,,
actdescTriggers,"[i]Q: What are 'triggers'?[/i]\nA1: In 6.0 we added a range of sensors that can send a signal to devices, thus changing their operation parameters. For example: pull a lever and have a door closed or a light switched off.\n
A2: Current triggers / sensors: Trigger plate, Light barrier, Motion sensor, Lever..\n\n[i]Q: Are there different types of sensors?[/i]\nA: Yes! The lever has a defined On/Off status. If you move it into ON position, the signal is sent constantly to the device. Most of the other sensors are 'switches'. They only send the signal as long as a player or the vessel is in their detection range. See more details in EXAMPLES in 'How to setup'.",,"[i]Q: A quoi servent les capteurs et déclencheurs ?[/i]\nils permettent d'envoyer un signal à divers dispositifs, changeant ainsi leurs paramètres de fonctionnement. Par exemple, poussez un levier et une porte s'ouvrira ou une lumière s'éteindra.\nLes capteurs / déclencheurs les plus courants : Plaque à déclenchement, Barrière lumineuse, Détecteur de mouvement.\nLa plupart de ces appareils sont de type 'Switch'.\n",,,,"[i]P: O que são 'disparadores'? [/i]\nR1: Em 6.0, adicionamos uma gama de sensores que podem enviar um sinal para dispositivos, alterando assim os parâmetros de operação. Por exemplo: puxe uma alavanca e tenha uma porta fechada ou uma luz desligada.\n
R2: Acionadores/sensores atuais: placa de disparo, barreira de luz, sensor de movimento, alavanca ..\n\n[i]P: Existem diferentes tipos de sensores? [/i]\nA: Sim! A alavanca possui um status Lig/Desl definido. Se você o move para a posição Lig, o sinal é enviado constantemente para o dispositivo. A maioria dos outros sensores são 'interruptores'. Eles apenas enviam o sinal, desde que um jogador ou o nave esteja no seu alcance de detecção. Veja mais detalhes em EXEMPLOS em 'Como configurar'.",,"[i]В: Что такое 'триггеры'?[/i]\nО1: В 6.0 мы добавили ряд датчиков, которые могут посылать сигнал на устройства, изменяя при этом их рабочие параметры. Например: потяните рычаг и дверь закроется или выключиться освещение.\n
О2: Текущие триггеры / сенсоры: Триггерная пластина, Световой барьер, Сенсор движения, Рычаг..\n\n[i]В: Существуют ли разные типы датчиков?[/i]\nО: Да! Рычаг имеет состояния вкл / выкл. Если вы переведете его в положение Вкл, сигнал будет постоянно отправляться на устройство. Большинство других датчиков являются 'переключателями'. Они посылают сигнал только до тех пор, пока игрок или судно находятся в зоне их обнаружения. Подробнее см. В ПРИМЕРЕ в разделе 'Как настроить'.",,[i]问：什么是触发器？[/i]\n答1：6.0版本我们添加了一些列可以传送信号给设备的传感器，这样设备的操作就有新的特点了。例如：拉一个操作杆就能开门或者开灯之类。\n答2：目前的触发器/传感器：触发板，感光开关，动作传感开关，控制杆..\n\n[i]问：有没有其它不同类的传感器？[/i]\n答：有！控制杆就有明确的开关状态。如果你拉杆到“开”位置，信号会不间断的传给设备。其它大部分传感器是感应切换类，只有当玩家或飞船进入它们的感应范围才会发出信号。详情请参阅“如何设置”里的实例。,,,
acttitleHowto,How to setup,,Configurer le signal,,,,Como Configurar,,Как настроить,,如何设置,,,
