KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish
plwBodyTemperature,Body Temperature:,Körpertemperatur:,Température corporelle:,Temperatura Corporea:,Temperatura corporal:,Temperatura Corporal:,Temp. do Corpo:,Temperatura ciała:,Температура тела:,体温:,体温,身體溫度：,체온:,Vücut Sıcaklığı:
plwBodyRadiation,Body Radiation:,Strahlung im Körper:,Niveau d'irradiation:,Radiazioni:,Radiación corporal:,Radiação Corporal:,Radiação do Corpo:,Napromieniowanie:,Доза радиации:,被爆量:,体感辐射,身體輻射：,신체 방사선:,Vücut Radyasyonu:
Set,Set,Setzen,Définir,Imposta,Fijar,Definir,Inserir,Zatwierdź,Установить,セット,设置,設定,설정,Ayarla
cplLockCode,Lock Code:,Sperrcode,Code verrouillage:,Password:,Código de seguridad:,Código de bloqueio:,Código de Bloqueio:,Kod dostępu:,Код замка:,コード:,锁定密码：,密碼：,잠금 코드:,Kilit Kodu:
cplGroupTitle,Group,Gruppe,Groupe,Gruppo,Grupo,Grupo,Grupo,Grupa,Группа,グループ,组,群組,그룹,Grup
cplSignalLogic,Signal Logic,Signallogik,Signal logique,Logica Segnali,Señal lógica,Lógica Sinalizar,Sinal Lógico,Bramki logiczne,Логические сигналы,信号回路,信号逻辑电路,訊號邏輯,신호 로직,Sinyal Mantığı
umaNone,None,Nichts,Aucun,Nessuna,Ninguno,Nada,Nenhum,Brak,Отсутствует,無し,无,無,없음,Yok
umaFace_1,Face 1,Gesicht 1,Visage 1,Viso 1,Cara 1,Rosto 1,Rosto 1,Twarz 1,Лицо 1,顔1,脸型1,臉部1,얼굴 1,Surat 1
umaFace_2,Face 2,Gesicht 2,Visage 2,Viso 2,Cara 2,Rosto 2,Rosto 2,Twarz 2,Лицо 2,顔2,脸型2,臉部2,얼굴 2,Surat 2
umaFace_3,Face 3,Gesicht 3,Visage 3,Viso 3,Cara 3,Rosto 3,Rosto 3,Twarz 3,Лицо 3,顔3,脸型3,臉部3,얼굴 3,Surat 3
umaFace_4,Face 4,Gesicht 4,Visage 4,Viso 4,Cara 4,Rosto 4,Rosto 4,Twarz 4,Лицо 4,顔4,脸型4,臉部4,얼굴 4,Surat 4
umaFace_5,Face 5,Gesicht 5,Visage 5,Viso 5,Cara 5,Rosto 5,Rosto 5,Twarz 5,Лицо 5,顔5,脸型5,臉部5,얼굴 5,Surat 5
umaFace_6,Face 6,Gesicht 6,Visage 6,Viso 6,Cara 6,Rosto 6,Rosto 6,Twarz 6,Лицо 6,顔6,脸型6,臉部6,얼굴 6,Surat 6
umaFace_7,Face 7,Gesicht 7,Visage 7,Viso 7,Cara 7,Rosto 7,Rosto 7,Twarz 7,Лицо 7,顔7,脸型7,臉部7,얼굴 7,Surat 7
umaFace_8,Face 8,Gesicht 8,Visage 8,Viso 8,Cara 8,Rosto 8,Rosto 8,Twarz 8,Лицо 8,顔8,脸型8,臉部8,얼굴 8,Surat 8
umaFace_9,Face 9,Gesicht 9,Visage 9,Viso 9,Cara 9,Rosto 9,Rosto 9,Twarz 9,Лицо 9,顔9,脸型9,臉部9,얼굴 9,Surat 9
umaFace_10,Face 10,Gesicht 10,Visage 10,Viso 10,Cara 10,Rosto 10,Rosto 10,Twarz 10,Лицо 10,顔10,脸型10,臉部10,얼굴 10,Surat 10
umaFace_11,Face 11,Gesicht 11,Visage 11,Viso 11,Cara 11,Rosto 11,Rosto 11,Twarz 11,Лицо 11,顔11,脸型11,臉部11,얼굴 11,Surat 11
umaAverage,Average,Durchschnitt,Normal,Normale,Normal,Média,Médio,Przeciętny,Среднее,統計,平均,平均,평균,Orta
umaCurvy,Curvy,Kurvenreich,Costaud,Formosa,Fornido,Curvado,Curvado,Gruby,Полное,カービー,雄壮,彎曲,굽은,Kıvrımlı
umaSkinny,Skinny,Dünn,Mince,Snella,Delgado,Magrinho,Magro,Chuderlak,Худощавое,スキニー,苗条,瘦,마른,Zayıf
umaHero,Hero,Heldenstatur,Héros,Eroica,Heróico,Herói,Herói,Mocarny,Героическое,ヒーロー,健美,英雄,영웅,Kahraman
umaHair_1,Hair 1,Haar 1,Cheveux 1,Capelli 1,Pelo 1,Cabelo 1,Cabelo 1,Fryzura 1,Прическа 1,髪1,发型1,頭髮1,모발 1,Saç 1
umaHair_2,Hair 2,Haar 2,Cheveux 2,Capelli 2,Pelo 2,Cabelo 2,Cabelo 2,Fryzura 2,Прическа 2,髪2,发型2,頭髮2,모발 2,Saç 2
umaHair_3,Hair 3,Haar 3,Cheveux 3,Capelli 3,Pelo 3,Cabelo 3,Cabelo 3,Fryzura 3,Прическа 3,髪3,发型3,頭髮3,모발 3,Saç 3
umaHair_4,Hair 4,Haar 4,Cheveux 4,Capelli 4,Pelo 4,Cabelo 4,Cabelo 4,Fryzura 4,Прическа 4,髪4,发型4,頭髮4,모발 4,Saç 4
umaHair_5,Hair 5,Haar 5,Cheveux 5,Capelli 5,Pelo 5,Cabelo 5,Cabelo 5,Fryzura 5,Прическа 5,髪5,发型5,頭髮5,모발 5,Saç 5
umaHair_6,Hair 6,Haar 6,Cheveux 6,Capelli 6,Pelo 6,Cabelo 6,Cabelo 6,Fryzura 6,Прическа 6,髪6,发型6,頭髮6,모발 6,Saç 6
umaHair_7,Hair 7,Haar 7,Cheveux 7,Capelli 7,Pelo 7,Cabelo 7,Cabelo 7,Fryzura 7,Прическа 7,髪7,发型7,頭髮7,모발 7,Saç 7
umaHair_8,Hair 8,Haar 8,Cheveux 8,Capelli 8,Pelo 8,Cabelo 8,Cabelo 8,Fryzura 8,Прическа 8,髪8,发型8,頭髮8,모발 8,Saç 8
umaHair_9,Hair 9,Haar 9,Cheveux 9,Capelli 9,Pelo 9,Cabelo 9,Cabelo 9,Fryzura 9,Прическа 9,髪9,发型9,頭髮9,모발 9,Saç 9
umaHair_10,Hair 10,Haar 10,Cheveux 10,Capelli 10,Pelo 10,Cabelo 10,Cabelo 10,Fryzura 10,Прическа 10,髪10,发型10,頭髮10,모발 10,Saç 10
umaHair_11,Hair 11,Haar 11,Cheveux 11,Capelli 11,Pelo 11,Cabelo 11,Cabelo 11,Fryzura 11,Прическа 11,髪11,发型11,頭髮11,모발 11,Saç 11
umaHair_12,Hair 12,Haar 12,Cheveux 12,Capelli 12,Pelo 12,Cabelo 12,Cabelo 12,Fryzura 12,Прическа 12,髪12,发型12,頭髮12,모발 12,Saç 12
umaBeard_1,Beard 1,Bart 1,Barbe 1,Barba 1,Barba 1,Barba 1,Barba 1,Broda 1,Борода 1,髭1,胡须1,鬍子1,턱수염 1,Sakal 1
umaBeard_2,Beard 2,Bart 2,Barbe 2,Barba 2,Barba 2,Barba 2,Barba 2,Broda 2,Борода 2,髭2,胡须2,鬍子2,턱수염 2,Sakal 2
umaBeard_3,Beard 3,Bart 3,Barbe 3,Barba 3,Barba 3,Barba 3,Barba 3,Broda 3,Борода 3,髭3,胡须3,鬍子3,턱수염 3,Sakal 3
umaBeard_4,Beard 4,Bart 4,Barbe 4,Barba 4,Barba 4,Barba 4,Barba 4,Broda 4,Борода 4,髭4,胡须4,鬍子4,턱수염 4,Sakal 4
umaBeard_5,Beard 5,Bart 5,Barbe 5,Barba 5,Barba 5,Barba 5,Barba 5,Broda 5,Борода 5,髭5,胡须5,鬍子5,턱수염 5,Sakal 5
umaBeard_6,Beard 6,Bart 6,Barbe 6,Barba 6,Barba 6,Barba 6,Barba 6,Broda 6,Борода 6,髭6,胡须6,鬍子6,턱수염 6,Sakal 6
umaBeard_7,Beard 7,Bart 7,Barbe 7,Barba 7,Barba 7,Barba 7,Barba 7,Broda 7,Борода 7,髭7,胡须7,鬍子7,턱수염 7,Sakal 7
umaBeard_8,Beard 8,Bart 8,Barbe 8,Barba 8,Barba 8,Barba 8,Barba 8,Broda 8,Борода 8,髭8,胡须8,鬍子8,턱수염 8,Sakal 8
umaBeard_9,Beard 9,Bart 9,Barbe 9,Barba 9,Barba 9,Barba 9,Barba 9,Broda 9,Борода 9,髭9,胡须9,鬍子9,턱수염 9,Sakal 9
umaBeard_10,Beard 10,Bart 10,Barbe 10,Barba 10,Barba 10,Barba 10,Barba 10,Broda 10,Борода 10,髭10,胡须10,鬍子10,턱수염 10,Sakal 10
SlimeWhite,Slime,Glibber,Limace Alien,Melma,Baba,Lodo,Gosma,Śluzowiec,Слизень,ホワイト・スライム,史莱姆,史萊姆,슬라임,Slime
lcwServerName,Server Name:,Server Name,Nom serveur:,Nome Server:,Nombre de servidor:,Nome de Servidor:,Nome do Servidor:,Nazwa serwera:,Имя сервера:,サーバーの名前,服务器名：,伺服器名稱：,서버 이름:,Sunucu Adı:
lcwInfoText,You will start a local dedicated server that requires a significant amount of resources. We recommend using a powerful machine to run your coop server with at least 16GB of RAM and an i7 processor,Du wirst einen lokalen Dedicated Server starten der viele Resourcen benötigt. Wir empfehlen einen sehr guten PC zu verwenden mit mind. 16GB RAM und einem i7 Prozessor.,Vous allez démarrer un serveur local qui demande beaucoup de ressources. Nous recommendons d'utiliser une machine puissante pour lancer votre serveur avec au mois 16Go de ram et un processeur core I7.,"Avvia un server locale dedicato che richiede una notevole potenza del sistema. Si consiglia di utilizzare una configurazione potente per fare da host del server co-op, con almeno 16 GB di RAM e un processore i7.","Se va a iniciar un servidor local dedicado que requiere una gran cantidad de recursos. Recomendamos que uses una máquina potente para usar el servidor cooperativo, con al menos 16GB de RAM y un procesador i7.","Irá iniciar um servidor local dedicado que requer uma quantidade significativa de recursos. Recomendamos a utilização de uma máquina potente para executar o seu servidor Coop com, pelo menos, 16GB de RAM e um processador i7",Você iniciará um servidor dedicado local que requer uma quantidade significativa de recursos. Recomendamos usar uma máquina poderosa para executar o seu servidor coop com pelo menos 16GB de RAM e um processador i7,"Uruchomi to lokalny serwer dedykowany, wymagający dużej ilości zasobów. Dla serwera Coop sugerujemy co najmniej 16 GB pamięci RAM, oraz procesor i7",Вы собираетесь запустить локальный выделенный сервер - это потребует значительного количества системных ресурсов. Мы рекомендуем использовать мощный компьютер с процессором i7 и не менее 16Гб ОЗУ.,大量のリソースを必要とするローカル専用サーバーを起動します。 強力なマシンを使用してください、サーバーには少なくとも16GBのRAMとi7プロセッサを搭載されていることを願います。,建立游戏服务器需要较好的网络软硬件资源，我们建议你的服务器至少使用i7CPU和16G内存,你將開啟一臺本機專用伺服器，這將需要大量資源。我們建議您使用至少裝有16GB記憶體與i7處理器的高性能電腦來運行合作伺服器,상당한 양의 자원을 필요로 하는 로컬 전용 서버를 시작하게 됩니다. Coop 서버는 최소 16GB의 RAM과 i7 프로세서를 탑재한 강력한 시스템을 사용하여 실행하는 것이 좋습니다,"Önemli miktarda kaynak gerektiren yerel ""özel"" bir sunucu başlatacaksınız. Koop sunucunuzu en az 16GB RAM'e ve i7 işlemciye sahip güçlü bir makineyle kullanmanızı tavsiye ediyoruz"
lcwMaxPlayers,Max Players:,Max. Spieler:,Joueurs maxi:,Max Giocatori:,Jugadores máximos:,Max. de Jogadores:,Max. de Jogadores:,Maksimum graczy:,Макс. игроков:,最大人数,最大玩家数：,最大玩家：,최대 플레이어 수:,Maks. Oyuncu:
lcwPassword,Password:,Passwort:,Mot de passe:,Password:,Contraseña:,Palavra-passe:,Senha:,Hasło:,Пароль:,パスワード,密码：,密碼：,비밀번호:,Parola:
lcwMaxAllowedSizeClass,Max Allowed Size Class:,Max. Größenklasse:,Type maxi de Classe alloué:,Classe Massima Consentita:,Tamaño de clase máxima permitido:,Classe de tamanho máx. permitido:,Classe Max. Permitida:,Maksymalna dopuszczalna klasa wielkości:,Макс. размерный класс:,最大サイズ,建造物尺寸级别限制：,最大尺寸等級：,최대 허용 크기 클래스:,Maks. İzin Verilen Boyut Sınıfı:
lcwAllowedBlueprints,Allowed Blueprints:,Zugelassene Blaupausen:,Autorisé Blueprints:,Progetti Ammessi:,Planos autorizados:,Projetos Permitidos:,Blueprints Permitidas:,Dozwolone projekty:,Допустимые чертежи:,設計図の制限,蓝图限制：,設計圖：,허용된 설계도:,İzin Verilen Planlar:
lcwMaxBlockCount,Block limit for certain devices:,Blocklimit für gewisse Geräte:,Bloc limite pour certains éléments,Limite di blocchi per alcuni dispositivi:,Límite de bloques para algunos dispositivos:,Limite de blocos para determinados dispositivos:,Limite de Blocos para Dispositivos Específicos:,Limit blokady dla niektórych urządzeń:,Лимит блоков для устройств:,デバイスの最大数,特定设备放置限制：,特定設備方塊限定：,특정 장치에 대한 블록 제한:,Belirli cihazlar için blok sınırı:
lcwFriendlyFire,Friendly Fire:,Teambeschuss:,Tir ami:,Fuoco Amico:,Fuego amigo:,Fogo Aliado:,Fogo Amigo:,Bratobójczy ogień:,Дружественный огонь:,フレンドリー・ファイアー:,友军误伤：,友軍傷害：,프랜들리 파이어:,Dost Ateşi:
lcwAll,All,Alle,Tout,Tutto,Todo,Todos,Todos,Wszystkie,Все,全て,全部,全部,모두,Tümü
lcwStockOnly,Stock Only,Nur mitgelieferte Blaupausen,Stock seulement,Solo Predefinite,Únicamente existencias,Apenas stock,Estoque Apenas,Tylko podstawowe,Только по умолчанию,ストックだけ,只限原版设置,僅庫存,재고만 해당,Yalnızca Stok
lcwNone,None,Nichts,Aucun,Nessuno,Ninguno,Nada,Nenhum,Żadne,Отсутствует,使用不可,无,無,없음,Yok
lcwNoRestriction,No Restriction,Keine Restriktion,Pas de restriction,Nessuna Restrizione,Sin restricciones,Sem Restrições,Sem restrição,Brak ograniczeń,Без ограничений,無制限,无限制,無限制,제한 없음,Kısıtlama Yok
lswJetpack,Jetpack,Raketenrucksack,Jetpack,Jetpack,Mochila propulsora,Jetpack,Jetpack,Jetpack,Джетпак,ジェットパック,喷气背包,噴氣背包,젯팩,Jetpack
lswHelmet,Helmet,Helm,Casque,Casco,Casco,Capacete,Capacete,Hełm,Шлем,ヘルメット,头盔,頭盔,헬멧,Başlık
lswO2Available,O2 Available,O2 vorhanden,O2 disponible,O2 Disponibile,O2 disponible:,O2 Disponível,O2 Disponível,Dostępne O2,Доступно O2,酸素がある,氧气可提供,氧氣可用,O2 사용 가능,O2 Mevcut
lswGravity,Gravity,Schwerkraft,Gravité,Gravità,Gravedad,Gravidade,Gravidade,Grawitacja,Гравитация,重力,重力,重力,중력,Yer Çekimi
lswBaseNearby,Base Nearby\nCannot Build,Basis in der Nähe\nBauen nicht möglich,Base à proximité\nImpossible de construire,Base vicina\nImpossibile costruire,Hay una base cerca\nNo se puede construir,Base Próxima\nNão pode construir,Próximo de uma Base\nNão Pode Construir\n,Baza w pobliżu\nNie można zbudować,Рядом база\nНевозможно построить,ベースが近すぎて\ビルドできません,不同派系基地附近\n不可建造,附近有基地\n無法建造,기지 주변\n건축 불가,Üs Yakınında\nİnşa Edilemez
lswResourceNearby,Resource Nearby\nCannot Build,Erzlager in der Nähe\nBauen nicht möglich,Ressources à proximité\nImpossible de construire,Risorsa Vicina\nImpossibile costruire,Recurso cerca\nNo se puede construir,Recurso Próximo\nNão pode construir,Próximo de um Depósito\nNão Pode Construir,Zasoby w pobliżu\nNie można zbudować,Рядом ресурсы\nНевозможно построить,リソースから近すぎて\ビルドできません,资源附近\n不可建造,附近有資源\n無法建造,자원 주변\n빌드 불가,Kaynak Yakınında\nİnşa Edilemez
msgDediRunningDontStartAnother,The local dedicated server is still running in the background.\nYou can re-join your game by connecting via Direct IP to 127.0.0.1 in the Multiplayer menu.\n\nIMPORTANT: You must shut down the server manually if you want to start another game.,"Der lokale Dedicated Server läuft noch im Hintergund.\nDu kannst dich via Direkt IP 127.0.0.1 im Multiplayer Menu wieder verbinden.\n\nWICHTIG: Du musst den Server manuell herunterfahren, wenn du ein neues Spiel starten möchtest",Le serveur local dédié est en cours d'exécution en arrière-plan.\nVous pouvez rejoindre le jeu en vous connectant en IP directe au 127.0.0.1 dans le menu Multijoueur.\n\nIMPORTANT: Vous devez arrêter le serveur manuellement si vous voulez démarrer un autre jeu,Il server locale dedicato è ancora in esecuzione in background.\nPuoi connetterti nuovamente alla tua partita collegandoti tramite Direct IP a 127.0.0.1 nel menu Multigiocatore.\n\nIMPORTANTE: è necessario arrestare manualmente il server se si desidera av,El servidor local dedicado sigue funcionando\nPuedes volver al juego conectándote a través de la IP 127.0.0.1 en el menú multijugador.\n\nIMPORTANTE: Debes apagar el servidor manualmente si quieres empezar otro juego.,O servidor dedicado local ainda está em execução em segundo plano.\nPode regressar ao jogo ligando-se via IP Direto a 127.0.0.1 no menu Vários Jogadores.\n\nIMPORTANTE: Tem de desligar o servidor manualmente se desejar iniciar outro jogo.,O servidor dedicado local ainda está em execução em segundo plano.\n\nVocê pode voltar a juntar-se ao seu jogo conectando via IP direto por 127.0.0.1 no menu Multijogador.\n\nIMPORTANTE: você deve desligar o servidor manualmente se quiser iniciar outro jogo.,Lokalny serwer dedykowany nadal działa w tle.\nMożesz się do niego ponownie połączyć przy użyciu adresu IP 127.0.0.1 w trybie gry wieloosobowej.\n\nUWAGA: Musisz własnoręcznie zatrzymać serwer by rozpocząć nową grę.,"Локальный выделенный сервер все еще работает в фоновом режиме.\nВы можете повторно присоединиться к своей игре, подключившись через Direct IP до 127.0.0.1 в меню Мультиплеер.\n\nВАЖНО: Вы должны закрыть сервер вручную, если хотите начать новую игру.",ローカル専用サーバーはバックグラウンドで実行されています。\ nマルチプレイヤーメニューでDirect IP経由で127.0.0.1に接続してゲームに参加することができます。\n\n重要：起動するにはサーバーを手動でシャットダウンする必要があります もう一つのゲーム。,局域网服务器仍在运行。\n你可以通过多人游戏菜单里的IP直连 127.0.0.1 加入此服务器。\n\n重要事项：如果你想开启另外一场游戏，你必须先手动关闭此服务器。,本機專用伺服器仍然在後臺運行。\n你可以通過在多人遊戲直連IP至127.0.0.1重新加入遊戲。\n\n重要：如果你想開啟新遊戲，必須手動關閉伺服器。,로컬 전용 서버가 백그라운드에서 계속 실행 중입니다.\n멀티플레이어 메뉴에서 직접 IP를 통해 127.0.0.1로 연결하여 게임에 다시 참가할 수 있습니다.\n\n중요: 다른 게임을 시작하려면 서버를 수동으로 종료해야 합니다.,"Yerel ""özel"" sunucu hala arkaplanda çalışıyor.n\Çok Oyunculu menüsünden 127.0.0.1'e Direkt IP ile bağlanarak oyununuza tekrardan katılabilirsiniz.\n\nÖNEMLİ: Eğer başka bir oyuna başlamak istiyorsanız sunucuyu manüel olarak kapatmalısınız."
msgNoLocalDediWithEAC,Cannot start a Local Coop game while EAC is active.\nPlease deactivate in Options and restart game.,Kann kein Lokales Coop Spiel starten wenn EAC aktiv ist.\nBitte in Optionen deaktivieren und Spiel neu starten.,Impossible de démarrer un jeu en Local Coopération si l'EAC est activé. Veuillez le désactiver dans les Options et redémarrer le jeu.,Impossibile avviare un partita in Co-op locale mentre l'EAC è attivo.\nDisattivalo dalle Opzioni e riavvia il gioco.,No puedes comenzar con el juego local cooperativo si la EAC está activada\nDesactiva la EAC en opciones y reinicia el juego,Não pode iniciar um jogo Local Coop enquanto o EAC está ativo.\nDesative-o nas Opções e reinicie o jogo.,Não é possível iniciar um jogo Local Coop enquanto o EAC está ativo.\nDesative as opções e reinicie o jogo.,Nie można uruchomić lokalnej rozgrywki Coop kiedy aktywny jest EAC.\nProsimy go dezaktywować w opcjach po czym zrestartować grę.,"Нельзя запустить Локальный кооператив с включенным EAC.\nПожалуйста, выключите его в Настройках и перезапустите игру.",EACがアクティブな状態でローカルCoopゲームを開始できません。\nオプションで無効にしてゲームを再開してください。,EAC开启状态无法开始局域网联机。\n请在设置选项关闭EAC并重启游戏。,無法在EAC啟動時開始本機合作遊戲。\n請在選項中取消並重啟遊戲。,EAC가 활성 상태인 있는 동안에는 로컬 Coop 게임을 시작할 수 없습니다.\n옵션에서 비활성화하고 게임을 다시 시작하십시오.,EAC etkinken Yerel Koop oyunu başlatılamaz.\nLütfen Seçenekler bölümü üzerinden EAC'yi devre dışı bırakın ve oyunu yeniden başlatın.
msgWaitingForServer,Waiting for server...,Warte auf Server...,"Attente du serveur,,,",In attesa del server...,Esperando el servidor...,A aguardar pelo servidor...,Aguardando o servidor...,Oczekiwanie na serwer...,Ожидание сервера…,サーバーを待っています...,等待连接服务器…,正在等待伺服器…,서버를 기다리는 중...,Sunucu için bekleniyor...
msgLocalServerStartFailed,Starting the local Dedicated Server has failed,Das Starten des lokalen Servers ist fehlgeschlagen,Le démarrage du Serveur Dédié en local a échoué,L'avvio del server locale dedicato non è riuscito,El inicio en el servidor local dedicado ha fallado,Arranque do Servidor Dedicado local falhou,Falha ao iniciar o Servidor Dedicado local,Uruchomienie lokalnego serwera dedykowanego nie powiodło się,Неудачный запуск локального выделенного сервера,ローカル・サーバーの起動に失敗しました,局域网服务器建立失败,啟動本機專用伺服器失敗,로컬 전용 서버 시작에 실패했습니다.,"Yerel ""Özel"" Sunucu başlatılması başarısız oldu"
cplNone,None,Keine,Aucun,Nessuno,Ninguno,,Nenhum,Brak,Отсутствует,無し,无,,없음,Yok
sswAutoBrake,Auto Brake:,Automatische Bremse:,Frein automatique:,Freno Automatico:,Freno automático:,,Freio Automático:,Hamulec:,Авто-торможение:,オート・ブレーキ:,紧急制动：,,자동 브레이크:,Otomatik Fren:
msgErrorAfterPublishScenario,Scenario has been published but then an ERROR occured: {0}\nCould not rename the scenario folder from '{1}' to '{2}'\n\n>>> Please navigate to '{3}' and rename manually <<<\n(use two underscores)\n\n(Don't press 'Publish' again or you will have multiple copies of the Scenario in the Workshop),Beim Veröffentlichen des Szenarios ist ein FEHLER passiert: {0}\nVerzeichnis konnte nicht von '{1}' nach '{2}' umbenannt werden.\n\n>>> Bitte navigiere zu '{3}' und führe die Umbenennung selbst durch <<<\n(zwei Unterstriche verwenden)\n\n(Nicht nochmals auf 'Veröffentlichen' klicken! Dies erzeugt mehrere Kopien des Szenarios im Workshop),"Le scénario a été publié, mais une ERREUR est survenue: {0}\nNe peut pas renommer le dossier du scénario de '{1}' à '{2}'\n\n>>> Aller à '{3}' et renommer manuellement <<<\n(utilisez deux caractères ""underscore"" (touche 8))\n\n (Ne republiez le scénario, ou vous aurez plusieurs copies dans le Workshop)","Lo scenario è stato pubblicato, ma si è verificato un errore: {0}\nImpossibile rinominare la cartella scenari da '{1}' a '{2}'\n\n>>> Si prega di andare in '{3}' e rinominarla manualmente <<<\n(utilizzare due sottolineature)\n\n(Non premere nuovamente ""Pu","El escenario ha sido publicado, pero ha ocurrido el siguiente ERROR: {0}\nNo se pudo renombar la carpeta del escenario de '{1}' a '{2}'\n\n>>> Por favor, navega a '{3}' y renombreló manualmente <<<\n(utilize dos rayas bajas)\n\n(No presione ‘Publicar’ de nuevo o usted tendrá múltiples coprias del escenario en el Workshop)",,"O cenário foi publicado, mas ocorreu um ERRO: {0}\nNão foi possível renomear a pasta cenário de '{1}' para '{2}'\n\n>>> Navegue até '{3}' e renomeie manualmente <<<\n(Use dois sublinhados)\n\n(Não pressione 'Publicar' novamente ou você terá várias cópias do cenário na oficina)","Scenariusz został opublikowany ale wystąpił następujący BŁĄD: {0}\nNie powiodła się zmiana nazwy folderu scenariusza z '{1}' na '{2}'\n\n>>> Prosimy przejść do '{3}' i zmienić nazwę ręcznie <<<\n(użyj dwóch podkreślników)\n\n(Nie publikuj Scenariusza w warsztacie ponownie, może to spowodować utworzenie duplikatów)","Сценарий был опубликован, но затем произошла ошибка: {0}\nНе удалось переименовать папку сценария с '{1}' на '{2}'\n\n>>> Пожалуйста, перейдите к '{3}' и переименуйте вручную <<<\n(используйте два символа подчеркивания)\n\n(Не нажимайте 'Опубликовать' еще раз или у вас будет несколько копий сценария в Мастерской)",シナリオが公開されていますが、エラーが発生しました： {0}\nシナリオフォルダの名前を'{1}'から '{2}'に変更できませんでした\n\n >>> '{3}'に移動して手動で名前を変更してください <<<\n（2つのアンダースコアを使用）\n\n（「公開」を複数回、押さないでください。さもないと、Workshopに複数のシナリオがコピーされます）,剧本已发布，但是出现了一个错误：{0}\n不能把剧本名称'{1}'改为'{2}'\n\n>>>请前往 '{3}'手动重命名<<<\n(利用下划线快捷键)\n\n(不要再次点击“发布”按钮，否则此剧本在创意工坊会生成多余的副本),,시나리오가 게시되었지만 오류가 발생했습니다. {0}\n시나리오 폴더의 이름을 '{1}'에서 '{2}'(으)로 바꿀 수 없습니다.\n\n>>>'{3}'(으)로 이동하여 수동으로 이름을 바꾸십시오.<<<\n(밑줄 두 개 사용)\n\n('게시'를 다시 누르지 마십시오. 그렇지 않으면 워크샵에 시나리오 사본이 여러 개 생길 것입니다.),Senaryo yayınlandı ama sonra bir HATA meydana geldi: {0}\nSenaryo yeniden adlandırılamadı: '{1}' -> '{2}'\n\n>>> Lütfen '{3}' kısmına gidin ve manüel olarak yeniden adlandırın <<<\n(iki alt çizgi kullanın)\n\n(Yeniden 'Yayınla' düğmesine basmayın yoksa Atölyede birden fazla Senaryo kopyası oluşacaktır)
cplCollapseAll,Collapse All,Alle schließen,Tout réduire,Chiudi Tutto,Colapsar todo,,Recolher Tudo,Zwiń wszystko,Свернуть всё,収納,收起所有,,모두 축소,Tümünü Daralt
cplExpandAll,Expand All,Alle öffnen,Tout développer,Espandi Tutto,Expandir todo,,Expandir Tudo,Rozwiń wszystko,Раскрыть всё,展開,展开所有,,모두 확장,Tümünü Genişlet
utsMeters,m,m,m,m,m,,m,m,м,m,米,,m,m
utsKilometers,km,km,km,Km,km,,km,km,км,km,公里,,km,km
utsAU,AU,AE,UA,UA,AU,,AL,AU,а.е.,AU,天文单位,,AU,AU
utsTimeYear,> 1 Year,> 1 Jahr,> 1 année,> 1 Anno,> 1 Año,,> 1 Ano,> 1 rok,больше года,> 1 Year,> 1 年,,> 1년,> 1 Yıl
utsNewton,N,N,N,N,N,,N,N,Н,N,牛,,N,N
utsNewtonMeter,Nm,Nm,Nm,Nm,Nm,,Nm,Nm,Н/м,Nm,牛顿米,,Nm,Nm
utsWatt,W,W,W,W,W,,W,W,Вт,W,瓦,,W,W
utsWatthour,Wh,Wh,Wh,Wh,Wh,,Wh,Wh,Вт/ч,Wh,瓦时,,Wh,Wh
utsSecond,sec,sek,sec,sec,sec,,seg,sec,сек,sec,秒,,초,san
utsMillimeter,mm,mm,mm,mm,mm,,mm,mm,мм,mm,毫米,,mm,mm
utsRpm,rpm,rpm,tpm,rpm,rpm,,rpm,rpm,об/мин,rpm,转每分,,rpm,rpm
utsKilogram,kg,kg,kg,Kg,kg,,hg,kg,кг,kg,千克,,kg,kg
utsTon,t,t,t,t,t,,t,t,т,t,吨,,t,t
utsKiloton,kt,kt,kt,Kt,kt,,kt,kt,Кт,kt,千吨,,kt,kt
utsCentiDegPerSecSquare,deg/s[sup]2[/sup],grad/s[sup]2[/sup],deg/s[sup]2[/sup],deg/s[sup]2[/sup],deg/s[sup]2[/sup],,deg/s[sup]2[/sup],deg/s[sup]2[/sup],град/с[sup]2[/sup],deg/s[sup]2[/sup],度/秒[sup]2[/sup],,도/s[sup]2[/sup],der/s[sup]2[/sup]
uts10p3km,*10^3 km,*10^3 km,*10^3 km,*10^3 km,*10^3 km,,*10^3 km,*10^3 km,*10^3 км,*10^3 km,*10^3 公里,,*10^3 km,*10^3 km
utsMegax,M,M,M,M,M,,M,M,М,M,百万,,M,M
utsKilox,k,k,k,k,k,,k,k,К,k,千,,k,k
utsAccelMetersSecSquare,m/s[sup]2[/sup],m/s[sup]2[/sup],m/s[sup]2[/sup],m/s[sup]2[/sup],m/s[sup]2[/sup],,m/s[sup]2[/sup],m/s[sup]2[/sup],м/с[sup]2[/sup],m/s[sup]2[/sup],米/秒[sup]2[/sup],,m/s[sup]2[/sup],m/s[sup]2[/sup]
utsMetersSec,m/s,m/s,m/s,m/s,m/s,,m/s,m/s,м/c,m/s,米/秒,,m/s,d/s
